Restaurant,Reviewer,Review,Metadata,Time,Pictures,7514,sentiment,cleaned_text
Beyond Flavours,Saubhagya Bhuyan,The service was great and the food was awesome. The service staff Manab and Papiya were very courteous and attentive. I would like to come frequently to this place,"1 Review , 1 Follower",5/22/2019 22:22,0,,positive,service great food awesome service staff manab papiya courteous attentive would like come frequently place
Beyond Flavours,Srivaths07,"Very good ambience, amazing food ,good service and friendly staff - Pradeep, Papiya and Shuvro :) will definitely visit again! And loved the design of their menu card.","3 Reviews , 1 Follower",5/22/2019 21:43,0,,positive,good ambience amaze food good service friendly staff pradeep papiya shuvro definitely visit love design menu card
Beyond Flavours,Kunj Mishra,Food was very good. Soup was as expected. In starters we ordered honey chilli lotus stem and that is a must try for vegan ppl. Service was great. Frequent visits from Papiya to know our experience and also about the food was really impressive.,"1 Review , 1 Follower",5/22/2019 21:29,0,,positive,food good soup expect starter order honey chilli lotus stem must try vegan ppl service great frequent visit papiya know experience also food really impressive
Beyond Flavours,Pradeep Vetapalem,Food is too good. Telangana kodiak fry is must try.Mutton biriyani is too good.Papiya helped to choose best dishes and attended very well.Must visit.,"2 Reviews , 25 Followers",5/22/2019 21:21,0,,positive,food good telangana kodiak fry must try mutton biriyani good papiya help choose best dish attend well must visit
Beyond Flavours,Kankaria.ritu,"We ordered corn cheese balls, manchow soup and paneer shashlik sizzler. The sizzler was stale. Paneer was smelling and the waiter was so impolite to even accept the mistake. Never going again",1 Review,5/22/2019 21:19,0,,negative,order corn cheese ball manchow soup paneer shashlik sizzler sizzler stale paneer smell waiter impolite even accept mistake never go
Beyond Flavours,Abhay Sharma,Food and ambience is fantastic.. Waiter Manav Maji was really quick in his service.. Cheese Balls is a must try starter as it was very scrumptious,"4 Reviews , 7 Followers",5/22/2019 20:38,0,,positive,food ambience fantastic waiter manav maji really quick service cheese ball must try starter scrumptious
Beyond Flavours,Shubham Jaiswal,"Came here for lunch and the food was good and tasty. We tried buffet and all the items in veg and non-veg were tasty.

The ambience and service were also good, and the staff were courteous.

shubhamtraveltales.wordpress.com","30 Reviews , 34 Followers",5/22/2019 19:54,8,,positive,come lunch food good tasty try buffet item veg non veg tasty ambience service also good staff courteous shubhamtraveltales wordpress com
Beyond Flavours,Srijani Mukherjee,The best thing about this place is the food. My favorite go to dish here is definitely Alfredo Pasta although other items are good as well. And the service and behavior of the staff is top-notch. We we're attended by Mr. Soumen Das and he was extremely polite. Will definitely visit soon.,"6 Reviews , 267 Followers",5/22/2019 19:47,1,,positive,best thing place food favorite go dish definitely alfredo pasta although item good well service behavior staff top notch attend mr soumen da extremely polite definitely visit soon
Beyond Flavours,Hari Jangam,Polite and friendly staff. Nice ambience and good spread of menu. Drinks are awesome. Service is very good by manav... looking forward to seeing it again...,"1 Review , 1 Follower",5/22/2019 15:13,0,,positive,polite friendly staff nice ambience good spread menu drink awesome service good manav look forward see
Beyond Flavours,Suneet Soni,"Food is really good. We had vegetarian items including paneer, mushroom and kofta. Additionally service from Papiya , Shuvro was really good.","1 Review , 33 Followers",5/21/2019 22:08,0,,positive,food really good vegetarian item include paneer mushroom kofta additionally service papiya shuvro really good
Beyond Flavours,Little Chef Chika,"Beautiful, cozy and classy at the same time, this place is truly recommended for your special days. With 15 percent corporate discounts, you can treat your cotorie well without burning a hole ur pocket. Also, the interior is done so well, you ll love the vibe. On the menu, honey chilli lotus stems, basket biryanis, sizzling brownies were my favourite. Also loved the tomato basil shorba, different from the creamy standards in other restaurants. I'm definitely making more visits to Beyond Flavours. Special mention to Papiya, our hostess for the evening, excellent service :)","72 Reviews , 762 Followers",5/21/2019 22:06,0,,positive,beautiful cozy classy time place truly recommended special day 15 percent corporate discount treat cotorie well without burn hole ur pocket also interior do well love vibe menu honey chilli lotus stem basket biryani sizzle brownie favourite also love tomato basil shorba different creamy standard restaurant definitely make visit beyond flavour special mention papiya hostess evening excellent service
Beyond Flavours,Sneha Munigela,"please was good but it was quite expensive and coming to taste we can rate 3 out of 5, we cant click better pictures wen we visit in night🤣🤭best in day time for pics","6 Reviews , 1 Follower",5/21/2019 20:17,1,,positive,please good quite expensive come taste rate cant click good picture wen visit nightbest day time pic
Beyond Flavours,Sneha Sarkar,Service was too good and fast. Even these people were so polite and well behaving. Manav and pradeep you were good. Hope everyone behaves the same way,"2 Reviews , 2 Followers",5/21/2019 10:53,0,,positive,service good fast even people polite well behave manav pradeep good hope everyone behave way
Beyond Flavours,Tony,"We had our farewell feast here recently enjoyed very well very good management so does the boys who gave complimentary food and made us more happy
Food was perfect desserts, starters was wonderful","8 Reviews , 25 Followers",5/21/2019 5:43,0,,positive,farewell feast recently enjoy well good management boy give complimentary food make u happy food perfect dessert starter wonderful
Beyond Flavours,Amritap Datta,"Excellent experience, mouthwatering food, good ambience, a must go place in hyderabad. We were served by Shubhro and Papiya. They were awesome in their behaviour. Had an enjoyable evening with friends.",1 Review,5/20/2019 23:33,0,,positive,excellent experience mouthwatering food good ambience must go place hyderabad serve shubhro papiya awesome behaviour enjoyable evening friend
Beyond Flavours,Imteja7,The place is very good.. 5* to the live music.. She is just superb with beautiful voice.. Food is nice n loved the lightning..😍entrance is also very nice..,3 Reviews,5/20/2019 14:17,0,,positive,place good live music superb beautiful voice food nice love lightning entrance also nice
Beyond Flavours,Nisha Gahlawat,"Sonalin has a great voice.. 😍 must visit the place once.. became fan of her. The food is good.. 5 star from my side. Live music, lightening everything is just awesome 😍","2 Reviews , 1 Follower",5/20/2019 12:45,0,,positive,sonalin great voice must visit place become fan food good star side live music lighten everything awesome
Beyond Flavours,Dharini Hombal,I heard her voice..she is too beautiful with amazing voice ..just love her voice the way she sings 😍 became fan of Sonalin Priyadarshini. Good place must visit. The food is also nice..,"1 Review , 26 Followers",5/20/2019 12:30,0,,positive,heard voice beautiful amazing voice love voice way sing become fan sonalin priyadarshini good place must visit food also nice
Beyond Flavours,Ankita Sinha,Sonalin is a very good singer in the city.. beautiful face with beautiful face must visit this place .. Beautiful live music.. loved it.. 😍 loved the food as well. Very good lightning.,"9 Reviews , 5 Followers",5/20/2019 12:25,0,,positive,sonalin good singer city beautiful face beautiful face must visit place beautiful live music love love food well good lightning
Beyond Flavours,Ppck2412,"Food is descent enough. Desert options were also good
Starrers were also tasty.
One bad experience ee had is waiting time even though we booked table prior time.","3 Reviews , 3 Followers",5/20/2019 12:11,0,,positive,food descent enough desert option also good starrers also tasty one bad experience ee wait time even though book table prior time
Beyond Flavours,Anindya,"Excellent food and very good service by soumen das..
Ambience was good too with live music. Food was served timely. Decor of the restaurant was amazing as well.","1 Review , 1 Follower",5/19/2019 22:57,0,,positive,excellent food good service soumen das ambience good live music food serve timely decor restaurant amaze well
Beyond Flavours,Santhosh Reddyy,My review for this place would be 5star for the ambeince and the service from the staff which lacks in lot's of place even though the food is good in places like these. Special hey to papiya shuvro!,"3 Reviews , 1 Follower",5/19/2019 22:46,0,,positive,review place would 5star ambeince service staff lack lot place even though food good place like special hey papiya shuvro
Beyond Flavours,Piyali Mahapatra,"It was a very nice experience. Food was amazing. Friendly staff, with welcoming attitude. Papia was very friendly and accommodating. Good ambiance. I will definitely recommend this place.","3 Reviews , 190 Followers",5/19/2019 22:32,0,,positive,nice experience food amaze friendly staff welcome attitude papia friendly accommodate good ambiance definitely recommend place
Beyond Flavours,Mehak Malhotra,"Had dinner with my friends. Menu is perfect, something for everyone. Service was awesome and Papia was very accommodating. Good ambience with amazing live music. Will be back definitely!","6 Reviews , 10 Followers",5/19/2019 22:29,0,,positive,dinner friend menu perfect something everyone service awesome papia accommodate good ambience amazing live music back definitely
Beyond Flavours,Pradeep Kumar Gupta,Service experience was very good especially by Papiya. Food served was very good and tasty and they served it very well. I would like to visit Beyond again and will recommend it to friends for its food and its reasonable price.,1 Review,5/19/2019 21:52,0,,positive,service experience good especially papiya food serve good tasty serve well would like visit beyond recommend friends food reasonable price
Beyond Flavours,Shubham Singh Chauhan,"Service , Food and Ambiance was very nice. Staff was very humble while taking order and while serving food. Live music was like cherry on the cake",1 Review,5/19/2019 21:30,0,,positive,service food ambiance nice staff humble take order serve food live music like cherry cake
Beyond Flavours,Prerna Mund,The food was ❤️.. We ordered banjara tangdi for starter which was the best among all.. Papiya Shuvro was well mannered and her service was best among all.,"2 Reviews , 8 Followers",5/19/2019 21:26,0,,positive,food order banjara tangdi starter best among papiya shuvro well mannered service best among
Beyond Flavours,Pranith Patro,Staff are just polite and responsive. Food is the best part here. And it is better as ambience also awesome here. I met two persons here named Papiya and Shuvro who are the best at their services. Food items i liked here were Basket biryani and Kodi drum sticks. Finally just loved.,"2 Reviews , 39 Followers",5/18/2019 21:54,0,,positive,staff polite responsive food best part well ambience also awesome meet two person name papiya shuvro best service food item like basket biryani kodi drum stick finally love
Beyond Flavours,Sai Raj Kiran,"I came here with my parents. We ordered for Thai peneer tikka, kaju pulao and veg biryani. The kaju pulao and veg biryani were really good. This is a decent place to go with family. Shubro and papiya served well.","2 Reviews , 1 Follower",5/18/2019 15:54,0,,positive,come parent order thai peneer tikka kaju pulao veg biryani kaju pulao veg biryani really good decent place go family shubro papiya serve well
Beyond Flavours,Razeen,Well we’re new to Hyderabad . And I can for a fact say that it’s probably the best place I’ve eaten a buffet at in Hyderabad period . Especially id like to thank Shurvo and Papiya for their amazing service . Double metha was just too good . Overall a worthwhile experience,5 Reviews,5/18/2019 15:53,1,,positive,well new hyderabad fact say probably best place eat buffet hyderabad period especially id like thank shurvo papiya amazing service double metha good overall worthwhile experience
Beyond Flavours,Prasanna,"Wonderful place with awesome ambience, best to visit at night to see all the pretty lights and to enjoy some savory foods. Shubro and Papiya were good with service.",1 Review,5/18/2019 15:18,0,,positive,wonderful place awesome ambience best visit night see pretty light enjoy savory food shubro papiya good service
Beyond Flavours,Jeevith Reddy,"Good ambience and great service.We've had buffet for 25 people.The waiters were patient and we even got noodles replaced since the one served in the buffet went bad.
Shoutout to Shubro and Pradeep ,took care of our entire Afternoon.","4 Reviews , 2 Followers",5/18/2019 15:06,0,,positive,good ambience great service buffet 25 people waiter patient even get noodle replace since one serve buffet go bad shoutout shubro pradeep take care entire afternoon
Beyond Flavours,Singh.ibm,Had lunch today at beyond flavors .The food was very Good and delicious and awesome service was provided by Soumen Das & Shuvro. Would highly recommend the restaurant .,"2 Reviews , 2 Followers",5/18/2019 14:48,0,,positive,lunch today beyond flavor food good delicious awesome service provide soumen da shuvro would highly recommend restaurant
Beyond Flavours,Sameer Singh,"Service is really exceptional. Cheers to Manav, who served us really well. Food was nice too. Loved the ambience too, with nice music playing in the background.",1 Review,5/17/2019 22:46,0,,positive,service really exceptional cheer manav serve u really well food nice love ambience nice music playing background
Beyond Flavours,Jaya Phaneendra,"Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!
Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!
Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!","2 Reviews , 1 Follower",5/17/2019 22:17,0,,positive,soumen das wait table thanks buddy great service visit soon soumen das wait table thanks buddy great service visit soon soumen das wait table thanks buddy great service visit soon soumen das wait table thanks buddy great service visit soon
Beyond Flavours,Gokulnath Kunjumon,Papiya Shuvro was great. She helped us get the tables quickly and suggested us the best sizzlers in the menu. Ambience was awesome. She suggested the best table and was very helpful till we were there. Will visit again for the awesome service. You guys should try as well if u plan to take your loved one n give an osm experience then this is the place.,1 Review,5/17/2019 21:12,0,,positive,papiya shuvro great help u get table quickly suggest u best sizzlers menu ambience awesome suggest best table helpful till visit awesome service guy try well plan take loved one give osm experience place
Beyond Flavours,Raj Verma,"Quite good ambience,liked special restro biryani,must try,like the service Papiya and shuvro,they were really good at der service.will like to visit again.Its nice place to visit specially at nyt tym.food was yum.Should try biryani.","1 Review , 13 Followers",5/17/2019 15:33,0,,positive,quite good ambience like special restro biryani must try like service papiya shuvro really good der service like visit nice place visit specially nyt tym food yum try biryani
Beyond Flavours,AKANKSHA GAIKWAD,Pradeep and shubroto were amazing and friendly. Service was awesome n food out of the world.must visit for all people out there. Will visit again,"1 Review , 40 Followers",5/17/2019 14:32,0,,positive,pradeep shubroto amazing friendly service awesome food world must visit people visit
Beyond Flavours,Divyakant,We visited this place for a colleagues farewell. We had a really great time.Good food and service by Pradeep and Shobro. Will come again later,"7 Reviews , 1 Follower",5/17/2019 14:30,0,,positive,visit place colleague farewell really great time good food service pradeep shobro come later
Beyond Flavours,Anisha Rajput,"The restaurant has an amazing ambience. Staff is polite and suggest good recommendations on food. If you visit Beyond Flavours sometime, do reach out to Papiya and Shuvro as she can suggest some really good dishes.","2 Reviews , 1 Follower",5/16/2019 22:31,0,,positive,restaurant amazing ambience staff polite suggest good recommendation food visit beyond flavour sometime reach papiya shuvro suggest really good dish
Beyond Flavours,Chaitanya Patwari,Excellent food and service. Special mention for Papiya Shuvro. Surprised to see such good quality food being served at such low prices. Ambience is quite good too. Highly recommended.,"5 Reviews , 2 Followers",5/16/2019 21:56,0,,positive,excellent food service special mention papiya shuvro surprise see good quality food serve low price ambience quite good highly recommended
Beyond Flavours,Hasini1998,Papiya and Shuvro as the f&b executives were really courteous and friendly. Thoroughly enjoyed our experience here. Good place for a cute Lil date hehe and for a nice family dinner.,1 Review,5/16/2019 21:17,0,,positive,papiya shuvro executive really courteous friendly thoroughly enjoy experience good place cute lil date hehe nice family dinner
Beyond Flavours,Catherene Clement,"This was the first time we visited this restaurant and the experience was good in terms of food, hospitality, service and ambience. Thanks to shubro and papiya for their hospitality","1 Review , 16 Followers",5/16/2019 20:44,0,,positive,first time visit restaurant experience good term food hospitality service ambience thanks shubro papiya hospitality
Beyond Flavours,Malleshwari Seelam,The place is just beyond beautiful. Ambience is excellent and food is good. The service by Soumen Das is extremely good. Highly recommended place.,"3 Reviews , 12 Followers",5/15/2019 21:46,0,,positive,place beyond beautiful ambience excellent food good service soumen da extremely good highly recommended place
Beyond Flavours,Vibhor Joshi,"I have been to beyond a few times and have tried out a lot of their dishes, it never disappoints.
I would specially recommend their soups, the healthy broth soup and the roasted chicken soup are amazing.
In addition the service is great and our server Papiya was very courteous and prompt. This place has become my go to place for a good dining experience.","2 Reviews , 31 Followers",5/15/2019 21:09,0,,positive,beyond time try lot dish never disappoints would specially recommend soup healthy broth soup roast chicken soup amaze addition service great server papiya courteous prompt place become go place good dining experience
Beyond Flavours,Vikas Raikwar,If you have time to waste for taste u r most welcome ... the taste was really superb but the service was very very slow..! Dishes were impressively having different flavours which i liked..!,"4 Reviews , 2 Followers",5/15/2019 18:33,0,,positive,time waste taste welcome taste really superb service slow dish impressively different flavour like
Beyond Flavours,Snigdha Jidigam,The food here is good and would add on if you could increase your spread.Ananya was courteous and good at serving..!!Ambience was also good and was peaceful...........................!!!!!!!!!!♥️♥️♥️♥️♥️♥️♥️♥️♥️,"1 Review , 54 Followers",5/15/2019 15:18,0,,positive,food good would add could increase spread ananya courteous good serve ambience also good peaceful
Beyond Flavours,Tatarao Vana,"Pardeep and shubrat has served great food and great ambience. Must try !!!

The food is awesome and ambience is too good. A great place to go with a team","1 Review , 33 Followers",5/15/2019 15:07,0,,positive,pardeep shubrat serve great food great ambience must try food awesome ambience good great place go team
Beyond Flavours,Oblesh J,"One of the best restaurants in Hyderabad near Gachibowli.. ambiance was good.. Lunch spread was good and was very tasty.
Thank Papiya for her guidance.",2 Reviews,5/15/2019 15:02,0,,positive,one best restaurant hyderabad near gachibowli ambiance good lunch spread good tasty thank papiya guidance
Beyond Flavours,Sharmistha Kamat,I really liked the food here it was different from what we get in every other restaurant ..really appreciate the service by Papiya..loved the presentation of the food..,"3 Reviews , 14 Followers",5/15/2019 14:49,0,,positive,really like food different get every restaurant really appreciate service papiya love presentation food
Beyond Flavours,Monika,Had a good food and good time at this place.. Ambience was really good and had a nice time... Thanks @shubro for assistance and guidance for having food..,"1 Review , 1 Follower",5/15/2019 14:18,0,,positive,good food good time place ambience really good nice time thanks shubro assistance guidance food
Beyond Flavours,Hemant Bissa,"Best place to hangout...😊
Food is really great...
Thanks Papiya for the service...😊
Staff was reallly co-operative...
Ambience is really great, especially PDR(Private Dining Room) is awesome...😍👌🏻",1 Review,5/15/2019 14:13,0,,positive,best place hangout food really great thanks papiya service staff reallly co operative ambience really great especially pdr private dining room awesome
Beyond Flavours,Tejaswi Rao,"we went for a team lunch, such a worst restaurant.. food was tasteless, service was very slow and Ac was not working. We’ve requested them multiple times but its of no use. Please don’t waste your money and I strictly recommend not to prefer beyond flavours,","1 Review , 24 Followers",5/15/2019 3:26,0,,negative,go team lunch bad restaurant food tasteless service slow ac work request multiple time use please waste money strictly recommend prefer beyond flavour
Beyond Flavours,Satyajit Sarangi,"Discovered this place while returning from an despicable day at the office. Walked in, and ordered some food thinking it'd be the same takeout food one could get at any outlet.
But. But, the food turned out to be a saviour. And the way they've designed this place is indeed remarkable. The lights, and the mixed setup would give you a retro feel. Good for a normal group of people who would want to sit and a have a great conversation over food.","3 Reviews , 2 Followers",5/15/2019 0:17,2,,positive,discover place return despicable day office walk order food think takeout food one could get outlet food turn saviour way design place indeed remarkable light mixed setup would give retro feel good normal group people would want sit great conversation food
Beyond Flavours,Gautam Dev,"Second time being here it's really beyond imagination beyond taste and beyond flavours as well. Very courteous staff and very hospitile.
Taste is good but the best part is presentation,,, it's really meeting the standard of a 5 star restaurant .
Very impressed with Mr Ahmed , Pradeep and Mr Dipanajan who are very friendly and took care of us very well. Good job guys keep it up.","47 Reviews , 4734 Followers",5/15/2019 0:07,8,,positive,second time really beyond imagination beyond taste beyond flavour well courteous staff hospitile taste good best part presentation really meet standard star restaurant impressed mr ahmed pradeep mr dipanajan friendly take care u well good job guy keep
Beyond Flavours,Paridhi Mittal,"We ordered Vegetable Lasagne and sizzler chicken tikka, both of which were absolutely delicious. The ambience is amazing and the service is good.","8 Reviews , 4 Followers",5/15/2019 0:00,0,,positive,order vegetable lasagne sizzler chicken tikka absolutely delicious ambience amazing service good
Beyond Flavours,Sathya K,One of the best food experiences I had in hyderabad. The desserts was yum. Appricot pudding is must have. @Ahmed Khan your service was unparalled. Keep up the good work.,3 Reviews,5/14/2019 23:12,0,,positive,one best food experience hyderabad dessert yum appricot pudding must ahmed khan service unparalled keep good work
Beyond Flavours,Rashmi Prasad,"Ahmed was a great help in beyond flavour... He may suggest great food as he has good experience. The staters and sizzler was too good. The sauce that was use in the chicken dish was awsome. Nan was very soft even if you take without butter you can easily eat.
Great experience in beyond flavors.","1 Review , 1 Follower",5/14/2019 22:58,0,,positive,ahmed great help beyond flavour may suggest great food good experience stater sizzler good sauce use chicken dish awsome nan soft even take without butter easily eat great experience beyond flavor
Beyond Flavours,Shopharsh29,Had dinner at this place and the attendant was Papiya. The staff is very friendly and the ambiance is awesome. Good variety of food and beverages.,1 Review,5/14/2019 21:24,0,,positive,dinner place attendant papiya staff friendly ambiance awesome good variety food beverage
Beyond Flavours,Manish Reddy,"Good Ambience with an absolutely delicious food.
I’ve got best company here by ANANYA (Beyond Flavours)
The place is quite and has peaceful music with fun loving staff.
Great place for friends.",1 Review,5/14/2019 15:43,0,,positive,good ambience absolutely delicious food get best company ananya beyond flavour place quite peaceful music fun love staff great place friend
Beyond Flavours,Mudit,"I have been at this place for dinner a few days back. The ambience was good. The restaurant was almost half occupied. We immediately got a table. But then waited for 10 mins to get water and menu, that too after a few reminders. We ordered a few starters, main course items and mock drinks. Only the starters could be served in 30 mins. There was no sign of mock drinks! We noticed similar service issues on other tables. Noticed guests literally shouting on the staff.

The food was just average. Dishes were not prepared well, at least when compared to 4.1 rating on Zomato.

We finally decided to just have starters, and hop onto another restaurant for rest of the meal!","1 Review , 2 Followers",5/12/2019 8:37,0,,negative,place dinner day back ambience good restaurant almost half occupied immediately get table wait 10 min get water menu reminder order starter main course item mock drink starter could serve 30 min sign mock drink notice similar service issue table notice guest literally shout staff food average dish prepare well least compare rating zomato finally decide starter hop onto another restaurant rest meal
Beyond Flavours,Tanmayee Manchiraju,"It's one of the best places to hangout with friends. Seemed like a quiet common place for group lunches etc.
Food was very good and the ambience was also very nice.
Loved everything.❤",2 Reviews,5/11/2019 22:51,0,,positive,one best place hangout friend seem like quiet common place group lunch etc food good ambience also nice love everything
Beyond Flavours,Sunil.bollineni,Ambience is good and staff are polite and friendly. Food is super good and had nice time having lunch .... keep up the good work. Thank you for your nice hospitality. Loved it 💕 💕 💕,"2 Reviews , 1 Follower",5/11/2019 16:32,0,,positive,ambience good staff polite friendly food super good nice time lunch keep good work thank nice hospitality love
Beyond Flavours,Surya Sharma,"Hostile staff, okeish food, not so great ambiance. Not sure how the rating on zomato stands at 4.1
Starters we're decent but main course was horrible.
Will not suggest this place.","2 Reviews , 10 Followers",5/10/2019 23:24,0,,negative,hostile staff okeish food great ambiance sure rating zomato stand starter decent main course horrible suggest place
Beyond Flavours,Spandhana.hr,"Thanks Ahmed Food is great will recommend to visit again and again. Service is excellent and ambience is good , we had a great time with my family","2 Reviews , 1 Follower",5/9/2019 23:00,0,,positive,thanks ahmed food great recommend visit service excellent ambience good great time family
Beyond Flavours,Manab Maji,"This is the place where the flavor of food and service are like beyond good ,beyond expectations and really really quality and worth of money.i am personally highly recommend this place.great flavour of food and very much prompt service.ambience is also enhance the flavor of this restaurant.",1 Review,5/9/2019 19:47,0,,positive,place flavor food service like beyond good beyond expectation really really quality worth money personally highly recommend place great flavour food much prompt service ambience also enhance flavor restaurant
Beyond Flavours,Parshwa Shah,Food quality and taste is not good. Super slow service. Nice ambience but very poor in customer handling. Lot of items not available even if in the menu.,"3 Reviews , 1 Follower",5/9/2019 14:48,0,,negative,food quality taste good super slow service nice ambience poor customer handling lot item available even menu
Beyond Flavours,Sreshta Ladegaam,"This was my worst experience at a restaurant ever. First our starters were served after half an hour of ordering and the chicken popcorn had a hair strand in it yuck! Then the guy who took our main course order forgot about it completely so we had to order again after waiting for almost an hour. Then had to wait for another half hour to get our food. And the worst of all, they got us chicken lasagna instead of veg lasagna. We figured out that it was chicken right before one of my staunch vegetarian friend almost ate it. I do not recommend this place at all. There are so many better places in Gachibowli that could save your time and provide better service.","25 Reviews , 722 Followers",5/9/2019 12:37,0,,negative,bad experience restaurant ever first starter serve half hour ordering chicken popcorn hair strand yuck guy take main course order forget completely order wait almost hour wait another half hour get food bad get u chicken lasagna instead veg lasagna figure chicken right one staunch vegetarian friend almost eat recommend place many good place gachibowli could save time provide good service
Beyond Flavours,Kiron Kshetrapal,This is the place I really recommend this restaurant to the food lover specifically the continental food lover.pasta and sizzlers are so yummy that I cant stop myself to choose only this restaurant rather than other.service is the part were you really satisfied.,1 Review,5/9/2019 11:18,0,,positive,place really recommend restaurant food lover specifically continental food lover pasta sizzlers yummy cant stop choose restaurant rather service part really satisfy
Beyond Flavours,Navneet Raj,"I'm very much impressed by the quality of food and service. Specially Mr Ahmed, thank you for your politeness and readiness. About food i can only say that it is beyond flavours. Loved this place. Must visit, great ambience.","5 Reviews , 2 Followers",5/8/2019 23:52,0,,positive,much impress quality food service specially mr ahmed thank politeness readiness food say beyond flavour love place must visit great ambience
Beyond Flavours,Debapriya Chhotray,The food was indeed beyond falvours. Ahmed served us well. Hoping to meet next time soon. A great ambience and amazing songs on the background added innumerous flavours to the delicious food.,"2 Reviews , 37 Followers",5/8/2019 22:27,0,,positive,food indeed beyond falvours ahmed serve u well hop meet next time soon great ambience amazing song background add innumerous flavour delicious food
Beyond Flavours,Mahesh Tambe,Starters are very good and service is also good. Ahmed is very polite and helped us selecting menu.l which tuned out be great. Would like to come back again.,1 Review,5/8/2019 21:58,0,,positive,starter good service also good ahmed polite help u select menu tune great would like come back
Beyond Flavours,Trupti Dhongdi,"Had a very bad experience here
beyond flavours really puts you beyond all the flavours
had gone here for dinner and the next day had to get hospitalised because of food infection
I guess the food was not served fresh","12 Reviews , 5 Followers",5/8/2019 14:35,0,,negative,bad experience beyond flavour really put beyond flavour go dinner next day get hospitalised food infection guess food serve fresh
Beyond Flavours,SitaMilind,Lovely ambience..Roasted chicken soup was the Highlight of our dinner..Basket biryani was full of flavours and yumm.lasagne was great.Nice to go with whole family.Appetisers quantity is less though.,"16 Reviews , 51 Followers",5/7/2019 0:41,3,,positive,lovely ambience roast chicken soup highlight dinner basket biryani full flavour yumm lasagne great nice go whole family appetiser quantity less though
Beyond Flavours,Lakshmi Prasanna,I liked the food and ambience but the problem is with the staff.. they are not so responsive.. we’ve ordered one item but we got something else.. otherwise place and the food are good..,"3 Reviews , 6 Followers",5/6/2019 11:37,1,,negative,like food ambience problem staff responsive order one item get something else otherwise place food good
