Restaurant,Reviewer,Review,Metadata,Time,Pictures,7514,sentiment,cleaned_text
Shah Ghouse Hotel & Restaurant,Naresh Rayabarapu,"We ordered egg biryani and we were delivered chicken biryani with chicken replaced with eggs. He tried his best to pose it as egg and biryani but he forgot to remove bones from the biryani.

Wouldn't order egg biryani from here again.",1 Review,4/18/2019 9:00,0,,negative,order egg biryani deliver chicken biryani chicken replace egg try best pose egg biryani forget remove bone biryani order egg biryani
Shah Ghouse Hotel & Restaurant,Narresh Tellakulla,"Ordered sechwan rice from here, the rice was not cooked properly and it was too dry and hard to eat with full off oil. I haven’t expected such food from this restaurant. They should have eaten the food first before it is sending out for delivery.","12 Reviews , 5 Followers",4/16/2019 0:26,0,,negative,order sechwan rice rice cook properly dry hard eat full oil expect food restaurant eat food first send delivery
Shah Ghouse Hotel & Restaurant,Jaiwanth Jai,"Very very bad experience for me, the waiter servicing was very bad I really irritated a lot by this environment , very bad feeling to me I requested u please improve customer servicing l, they not even response us I should call 5 more times I really feeling very bad, for me first time such a bad experience to me😑","2 Reviews , 1 Follower",4/11/2019 13:50,0,,negative,bad experience waiter servicing bad really irritated lot environment bad feeling requested please improve customer service even response u call time really feel bad first time bad experience
Shah Ghouse Hotel & Restaurant,Sanjay,"This is bloody disgusting. I had to wait for more than 120 mins for my order. And after that got a call for cancellation of the order. If you can't sever the order let the customer know about it, don't made him wait for a long time. 120 mins of Sunday is precious for me. To hell with your service...",1 Review,4/7/2019 15:14,0,,negative,bloody disgust wait 120 min order get call cancellation order sever order let customer know make wait long time 120 min sunday precious hell service
Shah Ghouse Hotel & Restaurant,Somrhita Kundu,"I visited this place with my brother after reading some great reviews and ratings on Zomato. Though the restaurant claims to be authentic original Hyderabadi taste the Gachibowli branch was open in 2015. Given that the ambiance and maintenance is pathetic. It looks and feel extremely unhygienic to the point that we had second thoughts eating there. Staff was extremely disorganized and there were many customers seen complaining.
So for ambiance and hygiene it's a complete NO...
Food was okay we ordered Apollo fish starter which was very hard. And spcl mutton biryani which was good but nothing exceptional and Paradise or Pista house has better taste than it. Quantity wise it was sufficient for both of us. And it was pocket friendly hence 2 ratings.
I would not be visiting or suggesting this place to anyone.","15 Reviews , 34 Followers",4/7/2019 2:05,3,,negative,visit place brother read great review rating zomato though restaurant claim authentic original hyderabadi taste gachibowli branch open 2015 give ambiance maintenance pathetic look feel extremely unhygienic point second thought eat staff extremely disorganized many customer see complain ambiance hygiene complete food okay order apollo fish starter hard spcl mutton biryani good nothing exceptional paradise pista house good taste quantity wise sufficient u pocket friendly hence rating would visit suggest place anyone
Shah Ghouse Hotel & Restaurant,Nagaraju Kondaveeti,I ordered chicken biryani online.. Zomato delivered it ontime but food quality was very bad.. Honestly I doubt whether they are serving chicken or some other meat.. I had to thrown the biryani that they delivered.. Very bad restaurant that I felt.,1 Review,4/3/2019 19:15,0,,negative,order chicken biryani online zomato deliver ontime food quality bad honestly doubt whether serve chicken meat throw biryani deliver bad restaurant felt
Shah Ghouse Hotel & Restaurant,Ram Kumar,"Worst food received, low quality rice was used, egg fried rice was almost spoiler, unable to eat. Worst experience ever, does not recommend.","1 Review , 1 Follower",4/1/2019 23:55,0,,negative,bad food receive low quality rice use egg fry rice almost spoiler unable eat bad experience ever recommend
Shah Ghouse Hotel & Restaurant,Anil Kumar,The ordered veg biryani was without vegetables..I don't understand how this is called a veg biryani..the quantity is good matching to the cost.,"4 Reviews , 2 Followers",3/31/2019 15:59,1,,negative,ordered veg biryani without vegetable understand call veg biryani quantity good match cost
Shah Ghouse Hotel & Restaurant,Saurav M,"Ordered food via swiggy and got old and rubbery chicken. Of course it was stale and leftover stuff which was remodeled and resold. Shameful conduct,never ordering again.","18 Reviews , 12 Followers",3/30/2019 6:48,0,,negative,order food via swiggy get old rubbery chicken course stale leftover stuff remodel resold shameful conduct never order
Shah Ghouse Hotel & Restaurant,Kiran,"The food was really bad. Onion Salad was not served. Worst taste. Rahtha and the fish ordered smelled very bad, I was completely disappointed with Shah Ghouse biryani",1 Review,3/29/2019 14:52,0,,negative,food really bad onion salad serve bad taste rahtha fish order smelled bad completely disappointed shah ghouse biryani
Shah Ghouse Hotel & Restaurant,Qkahmed,Shah Ghouse Hotel Did not deliver my order after making payment online. Zomato to ensure my online payment to be refunded as early as possible.,"1 Review , 1 Follower",3/27/2019 2:19,0,,negative,shah ghouse hotel deliver order make payment online zomato ensure online payment refund early possible
Shah Ghouse Hotel & Restaurant,Bhatnagar Benni Korani,"Please don't visit this place in the night if at all you are going along with your family...
No service after 12:00 as the zomato says it's open upto 2:00...complete missguiding and fooling customers....
I'm a fan of the biryani served here...but the staff,the timings,and the cleanliness over here is a clean bullshit...
Better to visit the other branches like shalibanda and tolichowli...please don't visit this holy hell....!
I posted some pics just look at the table where we dine to eat...yuck...!","1 Review , 4 Followers",3/24/2019 1:06,0,,negative,please visit place night go along family service 12 00 zomato say open upto 00 complete missguiding fooling customer fan biryani serve staff timing cleanliness clean bullshit well visit branch like shalibanda tolichowli please visit holy hell post pic look table dine eat yuck
Shah Ghouse Hotel & Restaurant,Raparthi Shekar,I have ordered through Zomato 1 chicken and 1 Veg biryani and received Chicken and Egg biryani.  This is second instance happened.  I have thrown away the Egg biryani and also the taste of the Chicken biryani is not so good.....,"1 Review , 8 Followers",3/23/2019 6:05,0,,negative,order zomato chicken veg biryani receive chicken egg biryani second instance happen throw away egg biryani also taste chicken biryani good
Shah Ghouse Hotel & Restaurant,Nitin Bhapkar,"Most disappointing experience ever! Ordered for vegetable biryani during midnight hours from this restaurant. Delivery through swiggy was quick and swift but to my surprise I received only biryani rice, absolute no vegetables or masala. Very bland taste too. I do not understand why these restaurants cheats customers if they out of stock. I would not recommend anyone to trust this restaurant","15 Reviews , 94 Followers",3/23/2019 1:05,1,,negative,disappointing experience ever order vegetable biryani midnight hour restaurant delivery swiggy quick swift surprise receive biryani rice absolute vegetable masala bland taste understand restaurant cheat customer stock would recommend anyone trust restaurant
Shah Ghouse Hotel & Restaurant,Gurtejbir Sandhu,Horrible biryani this is what we got when we ordered on Swiggy. It looks like you just want to make money selling biryani and left over pieces,"28 Reviews , 5 Followers",3/22/2019 22:07,1,,negative,horrible biryani get order swiggy look like want make money sell biryani leave piece
Shah Ghouse Hotel & Restaurant,Bhawana Bahuguna,"I had heard a lot about this place so I went there. The dining area was pretty jammed and there seemed a lot of dirt lying around like used napkins, food etc. I anyway passed it for the fact that the place is all time busy. But then I saw a RAT nibbling on the scattered food. I reported this to the manager and he told me it's okay and 'ek do Galti toh ho jati hai' and they literally forced me to pay for my order which I did not even touch. The staff was highly rude and it has been one of the worst experiences in Hyderabad.",1 Review,3/17/2019 16:05,0,,negative,hear lot place go din area pretty jammed seem lot dirt lie around like used napkin food etc anyway pass fact place time busy saw rat nibble scatter food report manager tell okay ek galti toh ho jati hai literally force pay order even touch staff highly rude one bad experience hyderabad
Shah Ghouse Hotel & Restaurant,Satyajit Behera,"The hotel never updates the status of the order. I called Zomato support after 20 mins of placing the order, then the Zomato support team calls the hotel to accept the order and then they update the order. Next them mention it will be delivered by 1:11pm but again no update. I called again at 1:15pm to check what happened to the order. They again called the hotel to get an update. Then they mention your food is still getting prepared, its in the kitchen. What the hell the order that should have delivered way back its still in kitchen and you guys don't mind to update or apologize. I asked to cancel the order and Zomato said it can't cancel as it will be waste of food. Great and I am stuck with the hotel's will to deliver it or not. Pathetic service.",1 Review,3/15/2019 13:33,0,,negative,hotel never update status order call zomato support 20 min place order zomato support team call hotel accept order update order next mention deliver 11pm update call 15pm check happen order call hotel get update mention food still get prepare kitchen hell order deliver way back still kitchen guy mind update apologize ask cancel order zomato say cancel waste food great stick hotel deliver pathetic service
Shah Ghouse Hotel & Restaurant,Kishanchand Karuturi,"I have ordered for special mutton biryani but they delivered chicken biryani

And no response form the restaurant num of the number were working","1 Review , 1 Follower",3/10/2019 23:53,0,,negative,order special mutton biryani deliver chicken biryani response form restaurant num number work
Over The Moon Brew Company,Vijay Singh,Food was bad. Ambience was average. I am not sure why this place is so over hyped. No way its rating should be 4.6. Will never go back to this place.,"2 Reviews , 1 Follower",5/18/2019 22:50,0,,negative,food bad ambience average sure place hyped way rating never go back place
Over The Moon Brew Company,Mithil Dave,The managers are so rude to the customers. Twice they declined the entry on two consecutive days. We came here looking at the reviews but the behavior of the staff killed the mood. They seemed bias towards the guests and prefer people whom they know at the entry.,"3 Reviews , 10 Followers",5/18/2019 20:56,0,,negative,manager rude customer twice decline entry two consecutive day come look review behavior staff kill mood seem bias towards guest prefer people know entry
Over The Moon Brew Company,Amber Tiwari,"I must say the higly overrated place....There is very bad service from the team .No one os really help to underatand the manu ..I really struglled to.understand for Veg and NonVeh items. Similary for mocktails there is no.proper details.

Not worth for money. 1star from my side","3 Reviews , 27 Followers",5/14/2019 22:12,0,,negative,must say higly overrated place bad service team one o really help underatand manu really struglled understand veg nonveh item similary mocktails proper detail worth money 1star side
Over The Moon Brew Company,Achint Tank,"Very slow service, food was very cold and tasteless. Tables were not cleaned properly.
Not worth going again. Although ice tea was decent enough.","2 Reviews , 2 Followers",5/12/2019 21:34,0,,negative,slow service food cold tasteless table clean properly worth go although ice tea decent enough
Over The Moon Brew Company,Anmol Bansal,"I have always loved this place but my recent experience was horrible. Even after booking the table well before time , they gave me a table on 1 st floor with all stags around me . The worst part was that it was a friday where they say they allow stag entries. The service was equally poor.","1 Review , 15 Followers",5/11/2019 19:43,0,,negative,always love place recent experience horrible even book table well time give table st floor stag around bad part friday say allow stag entry service equally poor
Over The Moon Brew Company,Dhriti Patnaik,Firstly the seeating space is less and the music for garden seating is really bad. Some of the items in food menu were good but my mood was dampened by the extremely bad service. This not a place to spend more time or chill.,"23 Reviews , 49 Followers",5/4/2019 19:24,0,,negative,firstly seeating space less music garden seating really bad item food menu good mood dampen extremely bad service place spend time chill
Over The Moon Brew Company,Prateek Singhal,The customer service was very bad. We ordered lobster and they served us prawns with lobster shells. After a lot of argument chef accepted that yes we add prawns. But as per me there was no lo aster meat. also everyone from waiter to manager were telling different things.,"1 Review , 51 Followers",4/30/2019 0:24,0,,negative,customer service bad order lobster serve u prawn lobster shell lot argument chef accept yes add prawn per lo aster meat also everyone waiter manager tell different thing
The Fisherman's Wharf,Pratiksha Sable,Visited this place about a month ago and they weren't very accommodating as we had our 5 month old baby with us which led us to walk out ASAP. They were relatively low on customer service with us but no complaints about the food. Tried the fish&chips and prawn curry with rice last week and was decent.,1 Review,5/20/2019 10:22,0,,negative,visit place month ago accommodate month old baby u lead u walk asap relatively low customer service u complaint food try fish chip prawn curry rice last week decent
The Fisherman's Wharf,Madhav,"Too costly... Tastes just ok.. And the service people don't have any manners also... I have zomato gold and I went there... As we are going to get free starter... They started treating cheaply...
Warning : Never go with zomato gold they will throw cheap looks... And treat you cheaply...","3 Reviews , 2 Followers",4/30/2019 15:58,0,,negative,costly taste ok service people manner also zomato gold go go get free starter start treat cheaply warn never go zomato gold throw cheap look treat cheaply
The Fisherman's Wharf,Abhishek Shanker,Bad for a Sunday lunch..the place might be good for evening ambiance but afternoon inside the closed..most ordinary rooms with no music.. just chatter of other guests is a mood spoiler. Extremely slow service. Food is tasty and that's the only reason one could visit the place.,3 Reviews,4/22/2019 22:01,0,,negative,bad sunday lunch place might good even ambiance afternoon inside closed ordinary room music chatter guest mood spoiler extremely slow service food tasty reason one could visit place
The Fisherman's Wharf,Md Mudasser,"Waste of money...
The worst place nd the waiter's was not cooperative..we have to call nd ask them to bring the starter...zero star..one of the worst experience ever had..👎",2 Reviews,4/21/2019 16:49,0,,negative,waste money bad place nd waiter cooperative call nd ask bring starter zero star one bad experience ever
The Fisherman's Wharf,Venkateshwar Jayakanth,Be wary when you visit in summer. Very hot and not ventilated properly. Average food. Alcohol content in drinks are below average. Ambiance is good,"9 Reviews , 206 Followers",4/20/2019 14:19,1,,negative,wary visit summer hot ventilate properly average food alcohol content drink average ambiance good
The Fisherman's Wharf,Anubhav Mishra,"Dun bombard the menu with so many things, great hospitality and tasty food is what makes a place happening. Not coming to this place ever again","1 Review , 47 Followers",4/7/2019 14:34,0,,negative,dun bombard menu many thing great hospitality tasty food make place happen come place ever
The Fisherman's Wharf,Gowtham Mahesh Balina,"We have visited the place for Thursday Dinner buffet and kindly do not try it. They have very limited options of starters and the choice of spread was really poor. Even the selection of alcohol was very basic.
Service could be much better in the buffet section as the drinks order need to be provided. Overall it's a total disappointment.
Food - 2/5
Service - 3/5
Ambience - 4/5

Kindly do not try the evening buffet as it's very bad.","11 Reviews , 140 Followers",4/4/2019 23:40,0,,negative,visit place thursday dinner buffet kindly try limited option starter choice spread really poor even selection alcohol basic service could much well buffet section drink order need provide overall total disappointment food service ambience kindly try evening buffet bad
The Fisherman's Wharf,Anurag Singh Rajput,"Very slow service, it took us more than 2.5 hours just to have dinner. Totally disappointed with respect to the amount of money they are charging.","3 Reviews , 3 Followers",3/25/2019 22:31,0,,negative,slow service take u hour dinner totally disappointed respect amount money charge
eat.fit,Basheer Shaik,"Hyderabad's most worst and ugliest biryani i had yesterday from the restaurant Eat fit and this worst restaurant people not allowing zomato people quick to the destination delivery points, it has been 2hr late i have received from the biryani from Eat fit, just disguised about the biryani of the EATFIT Alaasss.. this is a Horrible biryani i had ate in Hyderabad","1 Review , 1 Follower",5/23/2019 14:50,0,,negative,hyderabad bad ugly biryani yesterday restaurant eat fit bad restaurant people allow zomato people quick destination delivery point 2hr late receive biryani eat fit disguise biryani eatfit alaasss horrible biryani ate hyderabad
eat.fit,Gaurav,"Last time I ordered the food(Tofu keema wrap, dal makhni and parathe) from here, I was delivered spoiled food. The wrap was literally smelling sour and parathe were like they have been prepared in the morning and sent to us for dinner. I always order from this restaurant and since it was the first time, I wanted to ignore this But, still putting out this review so that management can introspect and figure out if this was process fault, delivery fault or a manual one.","5 Reviews , 7 Followers",5/19/2019 14:52,0,,negative,last time order food tofu keema wrap dal makhni parathe deliver spoil food wrap literally smell sour parathe like prepare morning sent u dinner always order restaurant since first time want ignore still put review management introspect figure process fault delivery fault manual one
eat.fit,Aparajita Deshpande,I received food with a live green insect in it. What food standards are being followed! This is not expected from a restaurant with an ‘excellent hygiene’ title!,"7 Reviews , 4 Followers",5/17/2019 13:21,2,,negative,receive food live green insect food standard follow expect restaurant excellent hygiene title
eat.fit,Asha Dutta,Zomato please help me to give them negative rating to this restaurant. I fell sick after eating their roti. How awful it is. If your food not good your packaging will not give u business,"3 Reviews , 1 Follower",5/12/2019 18:01,0,,negative,zomato please help give negative rating restaurant fell sick eat roti awful food good packaging give business
